1369,-111
1291,-787
437,-1250
-1163,-90
602,429
548,-999
-1372,-1926
1966,-1546
787,1231
-159,492
0,1038
266,1445
-821,1342
1588,1052
1359,-1777
-599,892
-425,43
1140,-778
-1910,-1348
-890,1342
-1630,-1388
887,771
-1925,-228
1957,-823
838,-803
-1448,1157
-1667,1189
-1882,-716
1553,-1834
1137,1400
831,1553
206,-816
-1375,-774
98,403
1440,1384
-1307,1129
808,-1557
456,1830
-428,-774
-526,292
40,-1895
1638,220
-1379,-1500
257,-1632
1430,794
-1697,-1640
1618,-504
573,-1129
1947,-1424
1529,-7
1275,-969
1749,-1413
-722,-792
-485,1431
1586,1352
-1030,-37
-1830,-1929
-593,933
1411,671
1343,-451
1342,637
-1216,-1041
1644,41
279,-125
-1432,-157
1596,571
1085,188
91,-1944
-904,-546
147,169
-1575,1337
289,-1982
1443,-533
1975,309
1459,-213
1029,-1953
973,659
1977,-367
-495,-1433
1475,1001
-1459,454
721,-83
1612,-500
-6,-1564
1676,-191
-138,753
301,258
1226,-1683
-826,1418
322,-1633
945,-1636
1046,-678
-186,-976
303,-493
-474,-1320
-1405,-962
-146,1197
27,-1660
-405,1499
-746,-1213
-852,166
-953,834
1299,-1481
-550,687
-1370,775
1236,472
994,1798
759,-1502
-1489,264
-572,-311
-1426,-114
1499,-716
782,-244
1663,-812
-1186,1052
917,153
1534,-1313
-1654,753
-1970,-1173
1588,734
456,661
1169,-109
-1495,-612
1100,-949
-822,-816
1310,1701
941,1853
560,-672
-621,-680
1759,1551
-182,132
-1000,985
1668,-575
1539,-1231
547,-1357
1789,396
-1136,202
-483,-1852
1066,-1293
376,-1880
1468,-70
-577,-1347
519,-1670
262,-106
1695,-477
1024,-213
-1358,-1881
-1690,441
-1790,-703
1750,-1386
-300,1218
-552,1423
161,-1350
-484,1120
-598,1599
-1,1199
-856,-548
1997,1893
-1791,-711
640,-822
-1097,-125
-26,1820
-134,-519
-928,-1909
542,-1518
103,1589
-1113,109
-406,-1447
-1600,1399
-142,698
1196,1171
-1914,1554
756,233
-1398,624
510,-1970
994,1904
-961,-373
-427,-203
1831,1005
-819,581
-1222,-1464
410,-191
-1889,1928
-1802,-1921
-1454,-1130
1795,-153
-364,-284
-911,-730
1986,949
-1604,-1454
995,-788
-911,-1669
-6,-1745
497,-1654
-1092,-1257
-1553,-1319
-1253,-1481
307,-722
-1439,455
609,-1066
632,1164
979,858
1446,-1915
-1405,320
-1417,1461
1957,992
-1518,-1208
1681,929
-1107,-93
-66,1424
-899,-659
1514,-932
-1211,-1516
-1226,-1519
-625,861
1390,1168
-71,876
-1337,-633
1991,1772
-1247,-750
-1385,315
779,1901
465,-651
-635,1940
1660,348
-287,762
462,1313
-861,-1502
1628,1681
1288,-738
1871,-1761
930,-1758
1144,-790
1633,1923
218,-1686
-1138,-1039
-475,1405
1521,-594
-1245,-1848
-430,970
619,-1780
1724,-1923
-1740,-1305
829,927
1251,1540
1227,-664
-1211,-1280
-1375,-1
-552,-326
-250,1537
1859,-1290
-594,-1199
1350,77
-1254,-1674
1197,21
-133,-1131
-770,-1783
-844,651
-1519,1013
-963,-1305
-1025,192
1508,1219
-1133,-1227
-1874,285
-1378,-112
1275,566
231,-1022
-1209,-1658
31,-63
76,-1671
-495,-720
-571,586
-328,454
-1106,-1317
332,-35
-473,1934
-1132,-1767
-585,899
95,-558
1997,1007
-1170,-1024
1442,1685
105,-1341
-1542,771
1585,-436
-662,1932
917,-436
-13,-35
-193,-1545
908,1279
-1178,1011
-1762,-1368
1542,739
1064,1277
-180,-405
1955,-696
-373,-1633
1536,1842
1901,-404
1998,-1922
-93,-1373
-1032,-1470
93,-451
-1654,-1438
1333,48
-1068,235
-1755,749
-377,105
-1639,-1710
956,-411
-1409,1875
756,-1058
-677,1472
506,546
-585,-942
-763,1738
1432,152
1113,976
235,1945
621,301
1566,869
360,-365
-1908,-707
-411,996
-464,1531
-1323,-1938
-1733,1310
-1277,675
1792,182
1074,-1351
-20,553
1251,1658
947,-160
691,-1943
1765,-1134
-1599,-1390
992,426
141,-180
671,-489
156,-1073
-1584,-432
1528,-1556
804,386
-1131,973
-1409,-457
46,-55
-305,-891
365,516
-1607,944
1385,-1055
-850,-1987
-310,-251
1501,1364
1192,1290
-701,1392
17,1724
1661,-89
1706,-237
1662,-751
-1939,-178
764,887
-1488,1736
-668,473
-1402,-6
-242,539
1471,365
1163,-179
235,-550
1818,-1546
-388,160
-1701,540
-1432,-512
-517,947
-947,1720
-1875,-96
1968,-293
1818,1608
-450,-150
-113,1370
-429,1585
-1995,-747
-1287,672
-1634,-1417
584,1860
-1221,-732
908,610
875,-1361
-156,-1297
1197,72
-921,-1393
-1642,130
1217,-664
-1474,479
763,-542
-363,1211
1336,-227
-12,498
1083,303
1197,1839
1414,153
868,1394
670,1700
-1801,284
170,1885
-1991,1786
-1222,1451
-1924,-1780
-667,-887
-1460,-175
74,1636
-455,-1967
888,-1518
-723,-250
-631,-51
572,-376
-599,1675
-1928,-428
-1420,-1157
-444,-936
-1475,-1186
-1951,253
1484,-256
-1916,-814
1311,1714
-184,1233
-1743,197
-1120,240
-745,-1276
1445,-314
903,174
-1619,-1545
1012,1583
1757,-1922
436,-1317
-1483,1783
-1598,1062
-407,-58
-1185,1155
1297,391
308,-170
1814,-1389
1170,-1384
1772,-597
987,1991
1855,420
-1639,1927
1926,-592
1675,-1799
1685,-1563
1377,759
-530,1580
605,-951
55,744
-1639,-1049
-1722,768
391,1003
-1031,-405
1331,1937
99,279
-507,-1393
-95,-1802
-1501,1547
-1174,-1658
-557,-1730
-1884,-548
-418,-1533
-1932,1420
-1871,-197
1517,-1545
1404,928
1098,-431
-131,100
1814,653
-1513,1477
-920,1288
1499,-1233
237,239
-1335,-145
-130,1518
624,272
-240,-42
17,-1805
1546,-1046
578,-1809
624,679
-1970,995
862,237
921,-1228
273,1486
1634,-312
1888,-1199
-639,1597
-1112,1923
-625,-1210
452,-644
37,483
-613,-87
-419,1661
148,699
1365,-549
-1340,1036
1682,1443
872,1577
512,-752
1998,416
-424,-1716
-306,-1049
474,299
1814,-698
-518,837
-862,-61
-1481,-563
-821,905
1126,-1358
-522,1811
1261,-943
1165,-614
1804,-1195
395,985
1014,-531
-879,1785
-612,648
726,-514
-853,751
1403,-1107
812,350
-485,-1800
1289,1121
-607,1928
1584,-376
309,710
1807,1671
-145,230
415,-1364
-180,-80
-706,-1091
-1475,332
-1388,-1203
284,-855
-1961,-293
-390,330
234,-792
-12,-1169
-896,1651
996,-101
-321,-1038
-1388,1895
-1761,943
781,-1342
1585,-932
1965,611
-1668,917
-1001,45
1219,273
-699,605
291,-1788
-808,-525
600,1172
-1712,-165
-1153,-746
1015,1655
-618,-1819
1047,-277
-1024,286
684,-220
1893,1050
1236,-1115
-458,-727
-925,720
-915,-760
-141,1774
-1486,638
-903,-1029
59,825
-1261,-1263
331,-608
221,-369
603,1684
1378,-1275
1111,1448
-1712,159
1567,-1830
580,-1524
1613,1613
-1531,-1847
-650,324
1261,-401
9,-1795
-991,-394
-1291,-440
-351,1316
-1944,355
1531,-969
-15,243
346,-1462
-25,-1375
252,-89
1539,1646
770,1321
1127,1429
-736,-1491
-1662,1499
-140,1397
-692,1429
1811,-1576
-1077,855
-1121,298
-935,-940
1909,323
572,-41
1058,-146
1301,-1251
1494,-368
948,1964
-527,1235
-664,-1068
569,335
-1099,289
174,-716
1886,826
-1963,694
-1214,-455
-240,436
1762,-441
1230,519
-416,-1004
1247,-92
-892,-1169
-1024,-1777
-968,264
-1579,1916
1651,-1152
-364,-318
83,73
1982,479
-797,-1472
1993,-1374
-1764,1187
1432,-423
1288,1392
1580,1303
482,380
1043,641
888,1485
575,-1514
1106,597
370,1273
717,-341
-619,1468
1504,-1337
1992,-1045
320,986
-1421,1842
1407,1096
827,1387
-17,-285
1873,-280
-988,-1307
-1788,761
-1481,1386
-1641,1147
582,-281
1677,1854
-167,1547
1792,177
768,-1616
1745,715
729,1886
377,1400
-691,509
830,1247
-70,1972
-510,-1235
1899,1059
1366,224
-349,-327
235,-527
1784,-1901
1033,-1474
-1092,18
-1096,1971
536,-744
891,-523
-239,-450
-930,-182
1644,-395
1732,873
-1171,1879
771,1946
-709,-1271
171,-663
-480,240
1665,-1684
684,-724
1450,-82
-1127,693
1314,-1257
970,-1743
141,-1542
1676,208
1605,-292
-1026,1540
1458,92
301,768
-1833,99
-1224,1323
-1751,-664
-749,-639
-741,1984
902,-25
1236,1569
-1835,1672
1794,402
-1797,1233
-88,1745
-785,102
-1773,-1952
1545,1215
490,-51
-1186,130
-573,-644
-250,254
-237,-1005
-129,161
574,545
-1077,1975
-1428,620
1076,-1
316,1079
527,-884
-622,-596
1534,1109
-53,-1621
1168,1529
-1838,1071
99,-1773
-1492,-519
1834,917
-1299,-356
1161,-636
845,-220
-835,1328
-811,1379
-775,1582
1715,410
1898,-396
974,416
604,849
243,274
-1770,1543
-947,-41
193,-1051
-909,1007
-1434,-1339
1148,1879
-1772,-1954
622,-324
1089,-665
19,-870
1384,1449
1005,-81
465,-480
0,65
942,-402
1837,1544
-1759,-1988
-192,1593
-1093,-1715
-1217,-912
-1313,-127
-1757,-262
-1915,803
-1661,700
987,1679
-309,-1052
-58,-60
-1748,458
518,-1855
-1364,-158
1559,1568
414,-1088
1140,-1524
1485,200
1686,1856
-1965,1810
346,-1859
838,1495
192,-1913
-911,730
-433,157
768,278
1719,-1485
-1708,-1473
1006,-403
-841,-1481
540,-293
714,-1871
1906,1484
-390,-1542
1429,1936
-1326,-1848
-999,590
-567,642
1000,-98
-1668,458
1634,-1788
1078,-893
-802,-1911
491,1059
1934,-1352
996,566
-512,1330
853,-1108
-991,719
1291,1440
-1187,-1390
-1535,-538
1441,1287
273,-1455
-1662,-741
-793,286
1334,-712
-47,608
-609,1468
1427,-1975
-440,1109
1912,305
-1400,91
-1214,870
-1628,41
-670,657
-1775,410
-253,0
-1097,476
961,694
753,1812
1975,-1717
-976,-1938
1206,1025
-1345,-418
1650,-1084
-510,728
1269,-1507
664,1736
-1705,884
1887,-1585
-1179,-353
86,28
1278,875
61,1474
1181,-315
-967,1371
-1423,102
53,-1991
1608,-1735
1730,-1340
1001,-950
670,1942
1665,1805
-1485,-753
-298,-824
-426,1525
23,1086
656,-725
852,-359
-743,557
-598,-1484
576,-1818
855,1250
-1657,-1906
459,-1091
1547,-1853
1887,335
706,194
-544,150
349,-702
579,1560
45,-722
-1571,-316
1057,-995
1962,224
109,-656
-373,948
-1241,967
-1747,-1389
11,32
1124,161
1855,717
-1705,-1083
-1232,112
244,1260
379,-714
-220,-521
1672,-1778
57,-1181
848,389
-60,627
-97,287
132,668
-492,-141
1177,685
-1978,-989
726,1272
257,-9
-1836,-1407
1486,789
-1789,1091
-880,255
-1605,1465
-1237,-1430
-1359,272
799,-1546
358,966
-526,302
-103,1502
1579,-1154
-419,484
1690,-52
37,-1609
-522,-363
1403,152
-1697,1733
-784,-18
417,-783
-1138,-1837
-134,1653
-311,-1602
1170,1573
-1069,-947
105,338
-1681,911
144,-1124
1118,1964
-179,-690
821,-1838
929,763
-1584,-227
-1946,274
1279,-671
818,-512
-1826,983
-1991,-477
-157,802
719,615
849,-995
-1718,479
-919,-1341
-251,1313
160,1946
-479,350
907,284
263,-484
1815,-636
-631,-1166
-1515,-1870
1798,1952
1362,-965
364,1097
-1691,-1712
-1385,46
1602,-1528
1912,-1112
-1749,-435
-1775,33
838,1568
636,-81
234,-694
875,974
-653,-1695
43,1049
1781,-1485
1634,101
365,-1263
919,442
1330,475
-432,-945
-1461,-1116
-522,161
1722,514
1014,-593
854,-300
1281,1269
-1482,-880
1042,771
361,424
-689,-1542
35,920
1417,1411
-1646,-753
670,-1205
-209,-1064
1502,1566
1327,-156
-1462,223
-551,-1643
1752,-1535
-1646,-471
1459,-731
-460,1057
-288,433
-1571,-1618
-1509,-1591
1636,247
-1056,269
-1850,1736
133,-113
-1890,-709
-1212,-1137
1620,-868
791,-1483
-1076,1371
1628,1865
-1121,1235
-328,-1934
-249,-366
760,-1910
1971,-603
-174,59
-1542,1410
1354,57
1389,1425
1136,-998
261,695
-313,1686
-1796,-320
-1855,1559
1687,1960
1573,1885
1728,-281
1011,113
563,471
-1762,1604
1166,1571
-1480,1347
1323,13
-372,185
-1750,-1348
100,1121
-217,-1343
-1718,-1882
1484,1924
-1460,858
1183,1264
-1703,1455
-1957,-1833
-1049,-715
-1156,-605
-1897,721
-1260,603
-1615,-1578
1467,1582
73,1474
-1949,-129
-1981,1368
-23,-532
-1262,-1515
-441,-1827
-1956,-527
1063,902
-743,788
-1934,-711
-1478,-1581
-793,-277
-249,-1658
-729,-895
1153,-1369
1964,-201
1670,488
1818,-1268
402,-751
-1426,910
642,1910
1395,957
-1516,-463
-685,-1505
1259,-1055
-694,-928
-721,830
-1257,-573
977,-1641
268,-631
-1076,778
-1756,-932
1350,1023
1012,-1479
1205,1218
-838,-487
671,1884
-750,218
58,-403
-1400,1742
-1549,520
583,1504
1194,1418
-1392,-1634
-903,1656
-954,1671
1109,724
774,83
-1106,-613
-1995,-1799
1777,-1697
273,449
396,-964
-407,583
-1007,-615
-535,744
-652,-1794
-211,1005
1519,588
-1002,-1423
-1691,-1444
795,272
-318,-1288
-1161,-754
1057,-2000
1408,864
744,-645
-1832,-613
302,907
1052,664
1853,-886
250,1345
1747,-106
-929,-1125
450,215
-1970,-785
-1482,-199
-851,823
-1193,1451
-1382,-1375
-92,914
-1318,515
-736,906
-494,-677
-1591,443
143,-1791
-1470,788
1503,-1267
-1581,-1178
-734,-194
1767,1727
-229,-146
-301,-1918
65,1711
-1226,-1248
-717,-1759
1563,117
-632,884
155,-543
-1213,-1899
-896,929
1669,-1545
1764,-663
157,639
1753,-1503
442,171
-1022,473
898,-1217
765,1866
795,-1298
1028,683
-122,-1950
905,1516
651,1769
159,-333
1199,1596
-1993,-847
451,1260
296,-1761
919,-1557
1768,666
1003,149
-617,-39
-1979,25
1403,615
-898,328
-155,1633
1271,-200
-366,781
266,-1899
78,-1483
1179,1829
-269,1951
-1587,-1834
304,138
241,1415
-571,1479
-1223,560
-246,-559
458,46
526,1099
-1360,1519
-1603,533
-757,342
-1925,-214
423,1484
1230,889
1322,515
152,-1474
-409,-600
-223,-643
1039,1317
-1613,922
-1689,-688
-1473,-745
-1964,1427
-899,-1589
-1325,696
-880,-1764
997,-239
72,1401
-1976,578
-351,1718
65,-820
-183,-924
-1964,-490
-481,-820
342,-199
-201,-376
986,-1687
-1446,-1185
-600,-708
778,315
460,-1256
-478,1865
-950,1661
-4,-1012
1199,-1109
1197,1086
1122,-111
1739,964
-1894,372
1326,-852
-311,57
-1036,-1754
-1034,-593
479,-132
-1720,-964
57,-657
-642,-670
1592,912
-996,-1139
1436,-104
1184,956
-1452,-123
179,553
1505,-687
1531,-1193
1971,1584
1868,-297
-1649,1030
-1665,311
1618,-414
987,-1881
-1489,347
1967,1578
-652,-1338
-1759,1366
459,1553
-63,839
-228,-1601
-553,1542
944,-255
-1252,-1007
240,1549
644,-760
908,-387
1592,979
407,1990
-734,-845
-1233,627
-63,-508
-1765,1950
253,331
-1906,1771
1204,-478
-24,1665
1235,1469
827,230
-1216,-392
1674,-554
820,-961
1870,-1953
-1370,1625
818,1435
1442,114
-1922,-373
-1095,1508
-878,365
-110,-1695
-1912,1434
158,960
1723,1055
1161,-895
1703,1205
461,-1537
-1306,1279
1760,593
-71,896
-1043,-1188
1992,-746
-128,1017
-1408,-905
-933,-386
27,-570
1798,-180
-1762,-142
835,1717
987,523
-97,-1657
-233,226
261,1050
-1210,157
-627,305
-526,-621
-79,1552
-389,106
1375,-37
-904,-1430
395,-1049
219,765
1628,608
-653,1126
-569,693
-21,956
1881,-349
-1360,-1951
-1651,-3
111,1795
-1987,-811
-1571,-1650
-1930,-1110
-1872,907
1636,-819
875,-1958
-628,-1839
279,-249
1625,1872
-1300,-1844
1645,-1804
-1649,-701
-1991,1513
53,1958
777,1244
390,1509
1558,399
-483,-797
159,-36
971,-1490
1874,-637
1148,1817
-93,1746
1937,1112
1695,-1744
-1428,1143
699,-665
-1781,-394
-731,-1876
-853,-1947
1020,555
-723,-680
988,1139
1718,552
-1295,1436
785,1734
-403,1425
1807,-1028
1172,701
-465,482
852,-682
792,-1542
-365,1345
835,745
224,-576
-1195,-1806
-1941,-193
490,-1456
81,-1705
-146,495
-1872,572
-476,744
-135,1610
329,-392
-29,1863
-1453,1883
-805,1652
-492,266
-999,181
506,-817
303,1275
-1640,-800
-453,-1461
767,32
443,-275
-1178,-179
736,1106
-1878,-1593
-1478,610
1614,735
1459,-1406
-1213,599
